37999	785560
38020	632280
38041	622700
38062	718500
38083	574800
38104	603540
38125	651440
38146	536480
38166	574800
38188	1427420
38230	890940
38251	910100
38274	910100
38293	881360
38313	833460
38335	737660
38356	737660
38377	680180
38398	670600
38419	661020
38440	584380
38461	737660
38482	565220
38503	584380
38526	526900
38544	526900
38567	526900
38587	555640
38607	574800
38629	958000
38650	1005900
38671	1034640
38692	929260
38713	1034640
38736	670600
38755	632280
38775	689760
38796	699340
38818	881360
38839	613120
38861	632280
38881	613120
38903	593960
38922	603540
38944	507740
38965	584380
38987	699340
39007	795140
39027	986740
39048	843040
39070	862200
39091	862200
39112	871780
39133	756820
39154	785560
39175	737660
39196	670600
39217	651440
39237	670600
39259	593960
39280	574800
39301	584380
39322	555640
39344	565220
39365	728080
39385	900520
39406	910100
39427	823880
39449	843040
39471	862200
39490	843040
39511	843040
39532	756820
39553	775980
39575	661020
39595	689760
39616	622700
39637	574800
39659	593960
39680	546060
39700	881360
39720	622700
39742	804720
39764	833460
39783	890940
39805	852620
