38687	0.9	2.5	-0.2
38688	0	1.1	-0.3
38689	0.1	0.6	-0.3
38690	0.2	1.5	-1.4
38691	-1.5	0	-3.2
38692	NaN	NaN	NaN
38693	NaN	NaN	NaN
38694	NaN	NaN	NaN
38695	NaN	NaN	NaN
38696	-0.3	2.5	-2
38697	0.1	3.2	-1.4
38698	-0.9	1.1	-2.2
38699	-1.2	-0.1	-3.3
38700	-2.8	0.1	-5
38701	-2.4	0.6	-5
38702	-2.7	0.6	-5
38703	-3.1	-0.1	-5.4
38704	-2.3	-0.1	-5.1
38705	0.6	2.3	-0.3
38706	2	4.2	0.3
38707	2.5	3.9	0.7
38708	5	8.8	2.4
38709	4.7	8.5	2
38710	4.5	9.2	1.6
38711	6.4	7.8	4
38712	5.4	6.4	4.4
38713	5.2	6.6	4.3
38714	5.3	7.2	2.6
38715	2.8	4.3	0.9
38716	5.6	8.6	1.9
38717	5.6	7.7	3.2
38718	3.9	6.4	2.3
38719	4.3	6.2	3.2
38720	2.9	3.8	1.7
38721	2.8	5.5	-0.3
38722	4.3	8	1.5
38723	5.3	7.3	2.9
38724	4.3	6.2	1.3
38725	1.5	3	0.1
38726	3	4.8	1.3
38727	7.7	9.7	4.6
38728	3.8	6.6	1.7
38729	3	4	2.4
38730	5.2	6.4	3.7
38731	2.9	5.1	0
38732	0.7	2.1	-0.2
38733	0	0.5	-0.2
38734	1.1	2.6	-0.2
38735	0.9	2.5	-0.3
38736	2	3.6	0.8
38737	1	2.1	-0.2
38738	1.8	3.5	0.7
38739	0.8	3.1	-0.8
38740	1	4.8	-0.9
38741	1.8	6.4	-0.6
38742	1.1	5	-1
38743	1.4	2.8	0.1
38744	1.2	2.5	-0.2
38745	2.2	3.6	0.4
38746	0.9	2.5	-0.1
38747	3.3	5.6	0.4
38748	0.6	2.2	-0.3
38749	1.7	3.8	-0.1
38750	3.8	5.8	1.8
38751	5.3	7.2	3.6
38752	2.6	6.5	0
38753	0.3	1.9	-0.8
38754	1.8	6.3	-0.7
38755	1.9	7.1	-1.1
38756	3	7.6	-0.6
38757	2.1	6	-0.6
38758	1.3	5.9	-1.7
38759	1.6	7.5	-2
38760	3	7.4	-0.7
38761	2.2	6.9	-1.3
38762	-0.5	1.7	-1.8
38763	-2.6	-0.7	-4.7
38764	-3.8	-0.5	-6.9
38765	-5.5	-2	-8
38766	-4.4	0.3	-8.2
38767	-4.8	1	-10
38768	-2.7	3.6	-8.2
38769	1.1	4.2	-0.9
38770	1.7	5.7	0
38771	3.1	7.7	-0.2
38772	2	5.6	-1.8
38773	2.6	8.6	-2.3
38774	4.9	9.6	0.1
38775	5.8	7.6	4.6
38776	3.4	5.2	1.9
38777	3.1	5.4	-0.2
38778	2.1	4.1	-1.5
38779	1.4	6.1	-2.1
38780	2.1	5.2	-0.6
38781	5.4	9.5	2.7
38782	3.8	6.3	2.3
38783	3.2	5.7	1.3
38784	1.2	2.6	-0.5
38785	-0.1	2.3	-0.8
38786	-0.1	2.7	-1.5
38787	-0.9	0.8	-2.8
38788	-0.4	0.9	-1.7
38789	-0.3	1.4	-2.3
38790	0.6	2.3	-0.9
38791	1.3	3.5	-0.2
38792	1.8	3.9	0.6
38793	1.7	5	0.1
38794	1.6	3.9	0.2
38795	0.7	3.3	-1.8
38796	1.3	5.7	-2.7
38797	3.2	6	1.1
38798	4	7	1.6
38799	4.8	8.8	1.4
38800	5.6	8.6	3.5
38801	2.9	4.4	1.7
38802	2.6	5.4	-0.5
38803	4.2	9.2	-1.1
38804	6.6	9.8	3.2
38805	4.5	8	0.9
38806	5.9	9.1	3.6
38807	5.2	9.4	2.3
38808	4.2	8	2.5
38809	5.6	8.9	2.4
38810	6.2	9.9	4
38811	5.6	9.3	1.9
38812	6	7.8	4.3
38813	6.1	9.8	3.5
38814	8	13.8	3.9
38815	6.7	8.9	4.8
38816	5.4	10	2.3
38817	5.3	9	3
38818	6.9	11.2	3.8
38819	7.8	12.4	3.5
38820	9.4	13.1	7.3
38821	6.7	9.3	3
38822	2.1	4.2	-0.1
38823	3.2	8.3	0.5
38824	3.5	7.4	1.8
38825	4.7	10.4	0.3
38826	7	15	0
38827	9.2	17.5	2.9
38828	7	10.8	1
38829	6.1	17.1	-1.8
38830	10.6	21	2.9
38831	9.2	20.8	1.7
38832	9.1	20.9	1.4
38833	8.7	19.2	2
38834	11	22.3	2.6
38835	14.1	27.3	5.6
38836	11.3	20.6	4.7
38837	8.6	21.7	0.9
38838	7.6	18.6	1.3
38839	8	22.5	-1.3
38840	10.9	24.5	1
38841	12.7	25.4	3.7
38842	12.2	26.2	2.9
38843	11	20.4	5.2
38844	8.4	10.3	7.4
38845	7.3	14.3	2.3
38846	8.5	22.3	-0.6
38847	12.1	21.7	3.2
38848	13	23.4	6.6
38849	10.7	20.8	4.3
38850	11.4	25.6	2.2
38851	15.2	30.3	4.6
38852	NaN	NaN	NaN
38853	18.7	32.7	10.6
38854	19.9	33.6	11
38855	19.8	33.3	12.4
38856	15.8	21.6	12.4
38857	13.5	17.9	10
38858	13.1	20.4	9.6
38859	12.4	17.1	10
38860	12	16.2	9.2
38861	10	12.3	8.5
38862	9.1	15.2	6.8
38863	7.1	12	5.3
38864	6.7	8.8	5.2
38865	8.3	12.7	5.9
38866	10.5	19.4	6.2
38867	13.3	26.7	4.7
38868	13.8	20	8.6
38869	14.4	18.7	11.3
38870	14.6	17.6	12.5
38871	15.1	21.7	12.1
38872	14.5	18.5	12.3
38873	16	25.6	12.3
38874	16.7	26.2	12.7
38875	15.6	22.5	10.5
38876	12.7	20.8	7.4
38877	12.5	21.5	6.2
38878	14.9	23.9	10.6
38879	16.4	29.8	9.1
38880	14.9	18.4	12.7
38881	12.6	16.8	11
38882	12.2	17	10.1
38883	13.7	19.7	9.8
38884	14	19.1	10.6
38885	14	24.8	9
38886	13.1	23.6	7.1
38887	12.8	23.5	6.9
38888	13.3	25.9	5.4
38889	13.5	25	5.8
38890	15	29.4	6.1
38891	17	30.9	8.4
38892	19.7	35.5	9.7
38893	22.9	39.6	12
38894	24.2	39.5	13.9
38895	22.7	35	16.2
38896	20.3	31.6	13.9
38897	18.2	23.1	15.5
38898	18	29.7	13.3
38899	19	29.4	12.7
38900	19.8	31.8	13
38901	19.8	32	13.1
38902	19.8	29.9	15.2
38903	14.6	17.8	12.5
38904	14.2	18.3	10.4
38905	15.7	29	7.1
38906	18.8	32.6	10.1
38907	20	33	12.7
38908	18.8	29.4	13.9
38909	18	26.4	13.6
38910	15.9	21.8	13
38911	18.7	30.7	13.4
38912	18.3	31.7	10.4
38913	18.1	30.3	10.7
38914	19	32.7	11.5
38915	18.1	30.5	10.3
38916	16.8	29.8	9
38917	17.4	32.1	8.2
38918	20.4	35.1	10.2
38919	23.6	37.2	14.5
38920	24.5	33.1	20.1
38921	25.4	38.5	17.2
38922	23.9	37.4	16.8
38923	21.3	35.6	12.9
38924	21.1	35.5	11.9
38925	21.9	34.7	14.9
38926	19.1	30.7	13.1
38927	15.9	26.4	10
38928	NaN	NaN	NaN
38929	16.2	22.5	10.4
38930	14.9	27	7
38931	18.3	24.6	12.5
38932	16.5	29.2	8.9
38933	16.7	30.2	8.8
38934	17.9	31	9.5
38935	19.7	31.1	11.5
38936	18.9	32.5	13.5
38937	16.8	25.3	12.8
38938	17.4	29.9	9.9
38939	17.4	27.1	11.4
38940	15.3	26.4	9.2
38941	15.5	27.2	7.5
38942	17.4	29.6	8.8
38943	17.9	30.2	10.1
38944	16.3	27.1	10.5
38945	13.8	22.3	8.4
38946	16.5	26.9	10.4
38947	18.4	30.1	9.8
38948	19	30.2	10.8
