38166	0	0.59	6.4634	6
38167	0	0.62	5.7264	6
38168	0	0.42	6.6517	6
38169	0	0.39	6.5832	7
38170	0	0.36	5.7432	7
38171	0	0.35	5.3729	7
38172	0	0.34	5.8591	7
38173	0	0.33	6.6106	7
38174	0	0.3	6.371	7
38175	0	0.29	5.0066	7
38176	0	0.27	6.1925	7
38177	0	0.26	5.3859	7
38178	0	0.25	4.9288	7
38179	0	0.24	6.5103	7
38180	0	0.23	7.252	7
38181	0	0.2	6.2987	7
38182	0	0.19	6.7242	7
38183	0	0.19	6.1361	7
38184	0	0.17	7.0185	7
38185	0	0.16	6.7154	7
38186	0.5	0.16	4.8697	7
38187	1	0.16	5.0328	7
38188	0	0.17	5.7742	7
38189	0	0.15	6.5156	7
38190	0	0.14	7.4544	7
38191	0	0.13	7.8889	7
38192	0	0.1	7.6225	7
38193	0	0.1	6.3686	7
38194	0	0.1	6.518	7
38195	0	0.1	6.7304	7
38196	0	0.09	6.6547	7
38197	0	0.09	6.47	7
38198	0	0.08	6.0398	7
38199	0	0.08	6.092	7
38200	0	0.09	5.989	8
38201	0	0.08	5.155	8
38202	0	0.08	5.1318	8
38203	0	0.09	5.3006	8
38204	0	0.08	4.2814	8
38205	3.6	0.09	2.8288	8
38206	0	0.1	5.1445	8
38207	0	0.11	6.5152	8
38208	0	0.07	6.535	8
38209	0	0.06	6.4559	8
38210	0	0.05	6.1864	8
38211	0	0.05	6.0147	8
38212	0	0.04	5.7766	8
38213	0	0.04	5.3394	8
38214	0	0.04	5.4532	8
38215	0	0.05	5.3322	8
38216	0	0.04	5.527	8
38217	0	0.04	5.4434	8
38218	0	0.03	5.3937	8
38219	0	0.04	5.2293	8
38220	0	0.04	4.6369	8
38221	43.7	0.03	2.2501	8
38222	9.7	0.48	2.2483	8
38223	0.5	0.27	1.7636	8
38224	49.8	0.21	2.1359	8
38225	8.4	1.24	2.0301	8
38226	0	0.94	2.6479	8
38227	0	0.33	3.3255	8
38228	0	0.2	3.7485	8
38229	0	0.16	3.7763	8
38230	0	0.13	3.6165	8
38231	1.8	0.11	2.7938	9
38232	3	0.11	2.1548	9
38233	0	0.14	2.7062	9
38234	0	0.14	2.8982	9
38235	0	0.11	3.0884	9
38236	0	0.1	3.2976	9
38237	0	0.1	2.9145	9
38238	0	0.09	3.046	9
38239	0	0.09	2.5643	9
38240	0	0.09	3.1313	9
38241	7.9	0.1	1.9474	9
38242	1.5	0.13	1.5055	9
38243	27.4	0.13	1.1851	9
38244	4.3	0.47	1.7182	9
38245	11.7	0.38	1.9728	9
38246	0.8	0.65	1.7815	9
38247	23.4	0.33	1.5907	9
38248	14	0.65	1.3743	9
38249	8.1	1.41	1.7273	9
38250	1.5	0.89	1.7948	9
38251	0	0.7	2.1172	9
38252	0	0.45	2.4657	9
38253	0	0.32	2.3462	9
38254	0	0.26	2.4716	9
38255	0	0.21	2.3696	9
38256	0	0.19	1.5097	9
38257	0	0.18	2.0648	9
38258	0	0.17	2.333	9
38259	0	0.16	1.693	9
38260	0	0.15	1.591	9
38261	0	0.15	2.0636	10
38262	0	0.14	2.1054	10
38263	0	0.13	2.1111	10
38264	0	0.13	2.2015	10
38265	0	0.13	2.0061	10
38266	6.9	0.13	1.5021	10
38267	0.5	0.15	1.5316	10
38268	14	0.17	1.9124	10
38269	10.4	0.18	1.1975	10
38270	0	0.53	1.3663	10
38271	0	0.27	1.7854	10
38272	0	0.19	1.9038	10
38273	0	0.17	1.6498	10
38274	0	0.15	1.8191	10
38275	0	0.22	1.6272	10
38276	1.8	0.22	1.3193	10
38277	37.1	0.24	1.1037	10
38278	21.3	0.69	0.76267	10
38279	0	2.16	1.1535	10
38280	3.8	1.17	0.95436	10
38281	12.4	0.75	0.81944	10
38282	18.5	1.03	0.87283	10
38283	4.8	2.13	0.89843	10
38284	2.3	1.96	0.9609	10
38285	1	1.24	0.97874	10
38286	1.3	0.9	0.79158	10
38287	0	0.79	0.88733	10
38288	1	0.66	0.77314	10
38289	0.5	0.57	0.799	10
38290	13	0.57	0.68159	10
38291	3.3	0.74	0.90531	10
38292	13.7	0.88	0.98847	11
38293	30	0.91	1.0099	11
38294	0	3.41	0.83286	11
38295	0	4.26	0.83532	11
38296	0	1.81	1.0271	11
38297	0	1.21	1.0184	11
38298	0	0.9	1.0963	11
38299	0	0.77	1.0173	11
38300	0	0.68	0.82146	11
38301	0	0.6	0.94738	11
38302	0	0.57	0.92263	11
38303	0	0.53	0.97408	11
38304	0	0.48	0.88128	11
38305	0	0.46	0.8867	11
38306	6.6	0.46	0.79671	11
38307	2.5	0.46	0.73991	11
38308	0	0.48	0.76442	11
38309	10.2	0.44	0.64132	11
38310	0	0.51	0.69731	11
38311	0	0.54	0.47793	11
38312	0	0.5	0.50322	11
38313	0	0.48	0.70164	11
38314	4.6	0.46	0.61645	11
38315	9.1	0.46	0.61129	11
38316	25.7	0.83	0.68773	11
38317	0.3	3.74	0.42241	11
38318	2.8	2.4	0.43439	11
38319	0	1.75	0.38871	11
38320	0	1.32	0.3935	11
38321	13.7	1.05	0.32794	11
38322	4.3	1.11	0.36001	12
38323	0	2.04	0.39209	12
38324	0	1.9	0.44951	12
38325	0	1.59	0.44012	12
38326	5.1	1.33	0.33094	12
38327	40.1	1.11	0.19716	12
38328	18.8	1.5	0.20835	12
38329	83.1	7.17	0.49173	12
38330	54.1	27.45	0.42589	12
38331	3.6	30.89	0.48272	12
38332	18.3	18.86	0.57285	12
38333	0	11.72	0.44424	12
38334	12.2	8.82	0.57858	12
38335	13	4.87	0.49762	12
38336	0	5.85	0.49025	12
38337	0	5.4	0.54368	12
38338	0	4.03	0.56502	12
38339	0	2.95	0.65239	12
38340	0	2.43	0.53111	12
38341	0	2.12	0.50555	12
38342	1	1.91	0.35642	12
38343	0.5	1.74	0.52711	12
38344	0	1.6	0.38159	12
38345	0	1.47	0.43016	12
38346	3	1.37	0.47297	12
38347	10.2	1.31	0.3553	12
38348	0	1.57	0.48944	12
38349	0	1.43	0.51449	12
38350	8.1	1.29	0.40468	12
38351	1.8	1.33	0.48233	12
38352	5.6	1.43	0.33747	12
38353	6.4	1.47	0.3822	1
38354	0	1.75	0.30667	1
38355	0	1.85	0.31025	1
38356	0	1.7	0.29653	1
38357	0	1.55	0.38364	1
38358	3.6	1.4	0.25708	1
38359	9.1	1.34	0.20265	1
38360	11.9	1.39	0.18356	1
38361	7.9	1.35	0.2235	1
38362	0.8	1.26	0.29282	1
38363	0	1.2	0.32834	1
38364	9.9	1.31	0.24592	1
38365	1.8	1.4	0.32385	1
38366	0	2.03	0.36347	1
38367	12.2	2.16	0.33572	1
38368	1.3	2.87	0.46809	1
38369	24.9	5.14	0.45323	1
38370	11.9	7.05	0.81758	1
38371	0	15.72	0.77787	1
38372	0	9.2	0.76779	1
38373	0	5.05	0.75396	1
38374	0	3.42	0.82839	1
38375	0	2.67	0.76879	1
38376	0	2.28	0.81185	1
38377	0	2	0.83047	1
38378	8.6	1.81	0.67289	1
38379	1.3	1.74	0.56631	1
38380	6.1	1.71	0.54156	1
38381	7.4	1.6	0.61401	1
38382	0	1.74	0.76412	1
38383	0	1.72	0.72082	1
38384	0	1.62	0.69945	2
38385	0	1.49	0.8273	2
38386	0	1.38	0.96231	2
38387	7.4	1.29	0.72781	2
38388	1.5	1.29	0.65745	2
38389	14	1.29	0.40829	2
38390	2	1.37	0.42447	2
38391	0	1.74	0.58492	2
38392	0	1.76	0.6799	2
38393	0	1.66	0.83563	2
38394	0	1.57	0.86425	2
38395	26.9	1.47	0.7597	2
38396	3	1.61	0.6711	2
38397	0	4.03	0.53864	2
38398	0	3.46	0.65615	2
38399	0	2.69	0.74846	2
38400	0	2.23	0.96307	2
38401	0	1.94	1.056	2
38402	20.6	1.73	0.90424	2
38403	12.4	1.82	0.82958	2
38404	0	5.41	1.1031	2
38405	0	4.47	1.0687	2
38406	0	3.07	1.2204	2
38407	0	2.39	1.2908	2
38408	0	2.03	1.2701	2
38409	0	1.79	1.3933	2
38410	0	1.63	1.3721	2
38411	4.6	1.49	0.93694	2
38412	0	1.37	1.313	3
38413	1	1.25	1.2327	3
38414	0	1.14	1.3877	3
38415	0	1.06	1.4294	3
38416	0	0.98	1.6169	3
38417	0	0.91	1.7679	3
38418	0	0.88	1.7631	3
38419	0	0.85	1.7809	3
38420	0	0.82	1.9626	3
38421	0	0.8	2.0323	3
38422	0	0.79	2.133	3
38423	0	0.77	2.2338	3
38424	0	0.76	2.0243	3
38425	0	0.75	1.9975	3
38426	0	0.73	1.9326	3
38427	9.7	0.72	1.6444	3
38428	2	0.73	1.2812	3
38429	6.9	0.79	1.3234	3
38430	14.2	0.75	1.3571	3
38431	10.4	1.15	1.4015	3
38432	3.3	0.98	1.2784	3
38433	13.5	1.13	1.3696	3
38434	14	1.57	1.2677	3
38435	19.6	2.07	0.84258	3
38436	1	4.14	1.2281	3
38437	54.1	4.38	1.4628	3
38438	61.2	9.69	1.2655	3
38439	37.8	35.18	1.3259	3
38440	25.1	22.55	1.3148	3
38441	4.8	22.89	1.4268	3
38442	0	14.22	1.8568	3
38443	9.7	9.12	1.3687	4
38444	0	6.71	1.74	4
38445	17.5	5.47	1.1255	4
38446	8.1	5.14	1.3439	4
38447	0.8	6.01	1.8896	4
38448	0	5.76	2.4909	4
38449	24.4	4.55	1.4309	4
38450	14.5	4.02	1.9628	4
38451	1.5	5.02	1.589	4
38452	4.1	5.95	2.3394	4
38453	16.5	4.9	1.5856	4
38454	4.3	5.86	1.4899	4
38455	3.6	5.12	1.786	4
38456	4.8	4.15	1.8282	4
38457	1.8	3.67	2.5128	4
38458	9.7	3.15	1.9724	4
38459	5.1	3.06	1.6193	4
38460	4.1	3.11	2.1234	4
38461	1	2.93	2.3969	4
38462	0	2.71	3.1163	4
38463	2.3	2.45	3.0107	4
38464	0.8	2.2	3.7946	4
38465	25.9	2.02	1.5522	4
38466	1.5	2.78	2.5823	4
38467	0	2.9	2.8983	4
38468	1.5	2.48	3.9519	4
38469	2.8	2.22	3.9917	4
38470	0	2.06	2.7991	4
38471	0	1.86	1.9374	4
38472	0	1.68	3.816	4
38473	6.9	1.56	3.6444	5
38474	0	1.51	2.9588	5
38475	3.6	1.39	4.2864	5
38476	8.4	1.27	2.8906	5
38477	5.6	1.55	2.6377	5
38478	3.8	1.5	1.6647	5
38479	1.5	1.48	2.9866	5
38480	11.7	1.41	2.7676	5
38481	26.7	1.63	2.2464	5
38482	14.7	2.91	2.4754	5
38483	0	9.78	2.3842	5
38484	0	6.46	3.8039	5
38485	0	3.75	4.25	5
38486	4.6	2.66	3.757	5
38487	15	2.22	2.7002	5
38488	23.1	2.18	2.4055	5
38489	9.7	4.91	2.0329	5
38490	28.7	6.96	3.2049	5
38491	2.8	9.18	2.6522	5
38492	14	10.16	2.5536	5
38493	5.3	6.94	2.7226	5
38494	0.5	6.2	3.4852	5
38495	0	4.96	4.2904	5
38496	0	3.77	5.1736	5
38497	0	2.92	6.3857	5
38498	0	2.42	6.9618	5
38499	0.8	2.07	6.916	5
38500	13	1.83	4.1432	5
38501	0.8	1.78	2.6817	5
38502	0	1.74	3.6108	5
38503	6.4	1.49	3.0209	5
38504	10.9	1.37	2.3869	6
38505	1.5	1.69	2.8564	6
38506	0	1.63	4.3225	6
38507	0.5	1.42	4.7293	6
38508	14.7	1.25	2.3571	6
38509	20.8	1.36	2.6242	6
38510	23.1	1.87	2.9166	6
38511	0	7.74	4.1802	6
38512	0	5.2	5.2565	6
38513	2	3.04	4.1904	6
38514	3	2.27	2.9334	6
38515	0	1.93	4.2385	6
38516	2.8	1.65	4.4438	6
38517	0	1.44	4.0346	6
38518	0	1.27	5.4619	6
38519	17.5	1.14	2.7379	6
38520	8.4	1.32	3.5087	6
38521	3.3	1.48	2.9403	6
38522	1.3	1.34	4.7055	6
38523	0	1.2	5.3203	6
38524	0	1.04	5.1878	6
38525	0	0.94	4.3958	6
38526	0	0.89	6.0901	6
38527	0	0.84	5.9533	6
38528	0	0.73	5.2744	6
38529	0	0.68	5.2157	6
38530	1	0.65	3.0974	6
38531	1	0.66	4.2719	6
38532	0	0.61	6.3184	6
38533	0	0.56	6.3597	6
38534	0	0.52	5.6895	7
38535	0	0.49	5.2672	7
38536	0	0.47	5.9599	7
38537	0	0.45	6.5106	7
38538	0	0.42	6.3936	7
38539	1.5	0.4	4.3752	7
38540	0	0.42	5.0093	7
38541	4.3	0.38	4.4713	7
38542	0.5	0.41	3.8561	7
38543	4.6	0.4	3.4995	7
38544	0	0.43	5.2909	7
38545	0	0.36	5.0936	7
38546	0	0.34	5.7041	7
38547	0	0.34	6.7937	7
38548	0	0.32	6.4506	7
38549	0	0.3	5.6406	7
38550	0	0.29	7.1558	7
38551	0	0.27	7.2613	7
38552	0	0.26	6.6003	7
38553	0	0.23	6.895	7
38554	0	0.21	6.6787	7
38555	2	0.22	4.9242	7
38556	0	0.23	6.1612	7
38557	0	0.21	6.4764	7
38558	0	0.19	7.4439	7
38559	0	0.18	7.3223	7
38560	0	0.17	7.2008	7
38561	0	0.15	7.0792	7
38562	0	0.15	6.9577	7
38563	0	0.15	6.8361	7
38564	0	0.14	6.7146	7
38565	0	0.13	6.593	8
38566	0	0.13	6.4715	8
38567	0	0.14	6.3499	8
38568	0	0.12	6.2283	8
38569	0	0.1	6.1068	8
38570	0	0.09	5.9852	8
38571	0	0.09	5.8637	8
38572	0	0.09	5.7421	8
38573	0	0.09	5.6206	8
38574	0	0.08	5.499	8
38575	0	0.08	5.3775	8
38576	0	0.08	5.2559	8
38577	0	0.08	6.0285	8
38578	0	0.08	5.9466	8
38579	0	0.06	5.7769	8
38580	0	0.06	5.1557	8
38581	0	0.06	4.734	8
38582	0	0.07	5.0308	8
38583	0	0.07	5.2281	8
38584	0	0.07	5.2257	8
38585	0	0.06	4.8491	8
38586	0	0.05	4.3582	8
38587	0	0.06	4.1255	8
38588	0	0.06	5.0392	8
38589	0	0.06	5.1531	8
38590	0	0.04	4.6446	8
38591	0	0.04	4.7093	8
38592	0	0.04	4.5612	8
38593	0.8	0.04	2.6067	8
38594	0	0.05	3.2974	8
38595	0	0.08	4.1258	8
38596	0	0.06	4.2143	9
38597	0	0.06	3.5595	9
38598	0	0.05	3.1566	9
38599	0	0.06	3.2312	9
38600	0	0.06	3.5088	9
38601	0	0.05	3.4789	9
38602	0	0.05	3.639	9
38603	0	0.05	3.6405	9
38604	8.6	0.05	2.0588	9
38605	19.8	0.05	1.8304	9
38606	0	0.28	2.0375	9
38607	0	0.16	2.4757	9
38608	0	0.1	2.7451	9
38609	0	0.09	2.6732	9
38610	0	0.08	2.453	9
38611	0.8	0.08	2.404	9
38612	0.3	0.08	2.2924	9
38613	0	0.09	2.5175	9
38614	0	0.09	2.5779	9
38615	0	0.08	2.4905	9
38616	0	0.08	2.4676	9
38617	0	0.08	2.288	9
38618	0	0.08	2.1256	9
38619	0	0.07	2.119	9
38620	0	0.08	2.3937	9
38621	0	0.08	2.6184	9
38622	0	0.07	2.4474	9
38623	0	0.06	2.4353	9
38624	0	0.07	2.5938	9
38625	22.9	0.07	2.1254	9
38626	19.6	0.09	1.3383	10
38627	8.6	0.66	1.0046	10
38628	15	0.33	1.1833	10
38629	0	0.68	1.0881	10
38630	0	0.4	1.4819	10
38631	0	0.29	1.716	10
38632	2	0.24	1.468	10
38633	6.4	0.23	1.4245	10
38634	1.8	0.24	1.1833	10
38635	0	0.27	1.3167	10
38636	0	0.26	1.4502	10
38637	0	0.23	1.6632	10
38638	0	0.22	1.4356	10
38639	5.6	0.21	1.7417	10
38640	14.5	0.22	0.92712	10
38641	0.5	0.4	1.0535	10
38642	0	0.46	1.5948	10
38643	0	0.34	1.4612	10
38644	11.9	0.3	0.84221	10
38645	0.5	0.4	1.2135	10
38646	0	0.39	1.432	10
38647	0	0.33	1.3502	10
38648	0	0.29	1.3002	10
38649	0	0.29	1.2089	10
38650	5.8	0.26	1.3166	10
38651	7.6	0.25	0.99836	10
38652	6.9	0.37	1.0739	10
38653	16.3	0.32	0.68009	10
38654	4.8	0.9	0.70707	10
38655	1.3	0.68	0.83507	10
38656	28.7	0.51	0.93544	10
38657	20.8	1.06	0.99499	11
38658	0.5	2.77	0.64461	11
38659	34.5	1.37	0.52239	11
38660	32.8	3.37	0.54447	11
38661	63	3.99	0.8411	11
38662	10.4	11.1	0.52457	11
38663	8.4	9.02	0.51525	11
38664	0	3.68	0.55349	11
38665	0	2.38	0.81833	11
38666	4.6	1.68	0.95365	11
38667	19.8	1.25	0.60862	11
38668	16.5	1.29	0.51516	11
38669	50.3	3.15	0.75323	11
38670	0	14.55	0.80679	11
38671	0	8.54	0.63382	11
38672	0	3.37	0.73309	11
38673	0	2.18	0.79027	11
38674	0	1.69	0.81992	11
38675	0	1.35	0.80998	11
38676	0	1.14	0.79159	11
38677	0	1.01	0.80512	11
38678	0	0.9	0.76161	11
38679	0	0.84	0.7205	11
38680	7.1	0.78	0.74162	11
38681	52.1	0.76	0.68147	11
38682	7.6	6.83	0.35871	11
38683	4.3	8.26	0.26583	11
38684	25.4	4.37	0.26063	11
38685	20.3	3.24	0.24125	11
38686	8.6	8.08	0.38164	11
38687	38.4	8.79	0.339	12
38688	37.3	13.27	0.23069	12
38689	17.5	12.77	0.18473	12
38690	0.3	7.95	0.33129	12
38691	0	5.6	0.3132	12
38692	0	3.97	0.32831	12
38693	7.9	3.04	0.34341	12
38694	0	2.61	0.35852	12
38695	0	2.35	0.37362	12
38696	0	2.33	0.38873	12
38697	0	2.62	0.40042	12
38698	0	3.5	0.31906	12
38699	0	3.97	0.30764	12
38700	0	3.13	0.34997	12
38701	0	2.55	0.37561	12
38702	0	2.19	0.36757	12
38703	0	1.94	0.34758	12
38704	5.3	1.75	0.35556	12
38705	37.6	1.62	0.30415	12
38706	0.5	6.56	0.40072	12
38707	19.6	11.08	0.37218	12
38708	40.1	9.4	0.59147	12
38709	0	19.84	0.58878	12
38710	0	15.43	0.63184	12
38711	13.7	8.09	0.4857	12
38712	15.2	5.7	0.33853	12
38713	57.7	5.37	0.36083	12
38714	43.4	18.22	0.51404	12
38715	30.5	32.86	0.39544	12
38716	131.3	24.59	0.63293	12
38717	36.8	88.84	0.52087	12
38718	3.6	48.42	0.46316	1
38719	4.8	21.06	0.40548	1
38720	7.6	8.16	0.31945	1
38721	0	7.62	0.53132	1
38722	0	5.95	0.60707	1
38723	7.4	4.8	0.52541	1
38724	38.6	4.03	0.53403	1
38725	15.2	5.99	0.36132	1
38726	48.3	13.53	0.43096	1
38727	98.8	15.06	0.6427	1
38728	37.1	67.06	0.53792	1
38729	27.4	43.1	0.29847	1
38730	30.2	22.75	0.43244	1
38731	14.5	24.65	0.53967	1
38732	4.6	22.81	0.32688	1
38733	33.8	14.28	0.17515	1
38734	64.3	10.21	0.37557	1
38735	13	41.76	0.37531	1
38736	10.7	26.32	0.40144	1
38737	36.8	15.71	0.34907	1
38738	4.6	19.01	0.40581	1
38739	0	16.49	0.45944	1
38740	0	9.88	0.56762	1
38741	0	6.69	0.66317	1
38742	5.1	5.21	0.59881	1
38743	16.8	4.41	0.4128	1
38744	26.2	4.06	0.4133	1
38745	39.1	6.37	0.47925	1
38746	32	16.54	0.40877	1
38747	32.3	18.02	0.66022	1
38748	56.4	26.67	0.4041	1
38749	4.8	20.78	0.54152	2
38750	25.9	37.5	0.61507	2
38751	4.6	16.58	0.63187	2
38752	43.7	16.79	0.75931	2
38753	0	16.43	0.43973	2
38754	0	14.34	0.77653	2
38755	0	9.32	0.8556	2
38756	0	6.48	0.91504	2
38757	0	4.94	0.79558	2
38758	0	4.02	0.83004	2
38759	0	3.31	0.95485	2
38760	0	2.82	0.95763	2
38761	0	2.49	0.93855	2
38762	6.6	2.28	0.53731	2
38763	0	2.15	0.51127	2
38764	0	2	0.60342	2
38765	0	1.87	0.52	2
38766	0	1.72	0.68304	2
38767	0	1.64	0.76361	2
38768	0	1.55	0.93054	2
38769	1.3	1.46	0.7756	2
38770	0	1.41	0.85687	2
38771	0	1.35	1.0951	2
38772	0	1.26	1.0169	2
38773	0	1.2	1.2877	2
38774	2.5	1.12	1.3546	2
38775	30.5	1.06	0.80138	2
38776	27.2	2.04	0.76447	2
38777	1.8	5.77	0.99399	3
38778	2	5.53	0.95813	3
38779	2.5	3.71	1.1324	3
38780	0	2.79	0.99912	3
38781	0	2.32	1.2765	3
38782	12.7	2.03	0.92249	3
38783	8.4	1.89	0.95187	3
38784	33.8	2.12	0.73144	3
38785	21.8	4.32	0.68939	3
38786	5.1	6.75	0.81178	3
38787	0	4.19	0.72587	3
38788	0	3.24	0.64239	3
38789	2.5	2.93	0.77945	3
38790	3.6	2.8	0.77071	3
38791	2	2.63	0.86982	3
38792	13.2	2.72	0.85223	3
38793	12.7	4.43	1.0444	3
38794	1.3	6.5	0.91262	3
38795	0	6.54	1.0326	3
38796	2.3	4.87	1.3826	3
38797	16.5	3.7	1.1731	3
38798	0	3.65	1.2916	3
38799	0	4.44	1.5834	3
38800	4.6	4.2	1.3747	3
38801	21.6	3.87	0.89361	3
38802	1.5	4.31	1.3146	3
38803	0	5.37	1.8912	3
38804	0.5	4.61	1.6951	3
38805	7.6	3.69	1.6219	3
38806	4.1	3.19	1.5312	3
38807	4.3	2.85	1.7039	3
38808	9.1	2.7	1.4474	4
38809	3.3	2.75	1.6885	4
38810	5.6	2.82	1.6644	4
38811	0	2.79	1.8332	4
38812	6.1	2.7	1.2932	4
38813	0	2.54	1.7569	4
38814	1.3	2.39	2.3972	4
38815	7.1	2.25	1.4769	4
38816	4.6	2.17	1.9319	4
38817	3.6	2.14	1.7114	4
38818	1.8	2.25	2.048	4
38819	1.3	2.2	2.3456	4
38820	4.6	2.07	2.027	4
38821	16.3	1.98	1.9169	4
